Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,Asian,American Indian/Alaskan Native,Black/African American,Hispanic/Latino,White,Native Hawaiian/Pacific Islander,Multiple Races,Total
2022,Arizona,,,,34146,47580,64183,532761,405759,4224,44346,*
2022,St Johns Unified District,4153,Coronado Elementary School,4517,*,17,*,75,172,*,*,270
2022,St Johns Unified District,4153,St Johns Middle School,4710,*,29,*,92,216,*,*,345
2022,St Johns Unified District,4153,St Johns High School,4711,*,31,*,75,185,*,*,302
2022,St Johns Unified District,4153,St. Johns Learning Center,89607,*,*,*,*,*,*,*,13
2022,Window Rock Unified District,4154,Integrated Preschool,4713,*,17,*,*,*,*,*,18
2022,Window Rock Unified District,4154,Tsehootsooi Intermediate Learning Center,4714,*,315,*,*,*,*,*,315
2022,Window Rock Unified District,4154,Tsehootsooi Primary Learning Center,4715,*,375,*,*,*,*,*,384
2022,Window Rock Unified District,4154,Tsehootsooi Middle School,4716,*,280,*,*,*,*,*,281
2022,Window Rock Unified District,4154,Window Rock High School,4717,*,604,*,*,*,*,*,612
2022,Window Rock Unified District,4154,Tsehootsooi Dine Bi'Olta,85882,*,85,*,*,*,*,*,85
2022,Round Valley Unified District,4155,Round Valley Elementary School,4719,*,23,*,132,356,*,*,525
2022,Round Valley Unified District,4155,Round Valley Middle School,4720,*,13,*,129,278,*,*,433
2022,Round Valley Unified District,4155,Round Valley High School,4721,*,16,*,132,245,*,16,412
2022,Round Valley Unified District,4155,Round Valley AOI,92686,*,*,*,14,15,*,*,31
2022,Sanders Unified District,4156,Sanders Elementary School,4722,*,217,*,18,*,*,13,252
2022,Sanders Unified District,4156,Sanders Middle School,4723,*,148,*,*,*,*,*,152
2022,Sanders Unified District,4156,Valley High School,4724,*,188,*,*,*,*,*,197
2022,Sanders Unified District,4156,Lichíí’ Deezh’áhí Learning Academy,1001188,*,43,*,*,*,*,*,48
2022,Ganado Unified School District,4157,Ganado Primary School,4725,*,196,*,*,*,*,*,205
2022,Ganado Unified School District,4157,Ganado Intermediate School,4726,*,147,*,*,*,*,*,155
2022,Ganado Unified School District,4157,Ganado Middle School,4727,*,279,*,*,*,*,*,296
2022,Ganado Unified School District,4157,Ganado High School,4728,*,394,*,*,*,*,*,407
2022,Chinle Unified District,4158,Chinle Junior High School,4731,*,274,*,*,*,*,*,277
2022,Chinle Unified District,4158,Chinle Elementary School,4732,*,341,*,*,*,*,*,344
2022,Chinle Unified District,4158,Canyon De Chelly Elementary School,4733,*,207,*,*,*,*,*,207
2022,Chinle Unified District,4158,Many Farms Elementary School,4734,*,209,*,*,*,*,*,211
2022,Chinle Unified District,4158,Tsaile Elementary School,4735,*,245,*,*,*,*,*,253
2022,Chinle Unified District,4158,Mesa View Elementary,4736,*,213,*,*,*,*,*,217
2022,Chinle Unified District,4158,Chinle High School,4737,*,702,*,*,*,*,*,708
2022,Chinle Unified District,4158,Hozho Online Academy,1001800,*,930,*,12,*,*,*,945
2022,Red Mesa Unified District,4159,Red Mesa Elementary School,4738,*,121,*,*,*,*,*,128
2022,Red Mesa Unified District,4159,Round Rock Elementary School,4739,*,68,*,*,*,*,*,68
2022,Red Mesa Unified District,4159,Red Mesa Junior High School,4740,*,71,*,*,*,*,*,73
2022,Red Mesa Unified District,4159,Red Mesa High School,4741,*,164,*,*,*,*,*,168
2022,Red Mesa Unified District,4159,Red Valley/Cove High School,88386,*,14,*,*,*,*,*,14
2022,Concho Elementary District,4160,Concho Elementary School,4742,*,*,*,41,119,*,12,172
2022,Alpine Elementary District,4161,Alpine Elementary School,4743,*,*,*,*,41,*,*,55
2022,Vernon Elementary District,4162,Vernon Elementary School,4744,*,*,*,15,93,*,*,110
2022,Mcnary Elementary District,4163,Mcnary Elementary School,4745,*,118,*,*,*,*,*,118
2022,Fort Huachuca Accommodation District,4167,Colonel Johnston Elementary School,4747,*,*,25,85,158,*,33,316
2022,Fort Huachuca Accommodation District,4167,Colonel Smith Middle School,4748,*,*,38,58,130,*,15,253
2022,Fort Huachuca Accommodation District,4167,General Myer Elementary School,5982,*,*,31,67,153,*,27,294
2022,Tombstone Unified District,4168,Huachuca City School,4749,*,*,*,111,138,*,19,273
2022,Tombstone Unified District,4168,Walter J Meyer School,4750,*,*,*,45,88,*,14,154
2022,Tombstone Unified District,4168,Tombstone High School,4751,*,*,18,149,240,*,29,451
2022,Bisbee Unified District,4169,Greenway Primary School,4752,*,*,*,127,53,*,*,187
2022,Bisbee Unified District,4169,Lowell School,4753,*,*,*,86,36,*,*,125
2022,Bisbee Unified District,4169,Bisbee High School,4754,*,*,*,255,55,*,*,322
2022,Bisbee Unified District,4169,Copper Credits,1000301,*,*,*,*,*,*,*,*
2022,Willcox Unified District,4170,Willcox Elementary School,4755,*,*,11,264,99,*,*,377
2022,Willcox Unified District,4170,Willcox Middle School,4756,*,*,*,208,88,*,*,307
2022,Willcox Unified District,4170,Willcox High School,4757,*,*,*,247,115,*,*,374
2022,Bowie Unified District,4171,Bowie Elementary School,4758,*,*,*,25,*,*,*,35
2022,Bowie Unified District,4171,Bowie High School,4759,*,*,*,15,*,*,*,24
2022,San Simon Unified District,4172,San Simon School,4760,*,*,*,62,48,*,*,114
2022,St David Unified District,4173,St David Elementary School,4761,*,*,*,44,237,*,*,293
2022,St David Unified District,4173,St David High School,4762,*,*,*,*,93,*,*,106
2022,Douglas Unified District,4174,Clawson School,4765,*,*,*,308,*,*,*,320
2022,Douglas Unified District,4174,Joe Carlson Elementary School,4766,*,*,*,412,*,*,*,429
2022,Douglas Unified District,4174,Faras Elementary School,4767,*,*,*,154,*,*,*,157
2022,Douglas Unified District,4174,Sarah Marley School,4768,*,*,*,278,*,*,*,284
2022,Douglas Unified District,4174,Stevenson Elementary School,4769,*,*,*,398,*,*,*,403
2022,Douglas Unified District,4174,Ray Borane Middle School,4770,*,*,*,405,*,*,*,409
2022,Douglas Unified District,4174,Paul H Huber Jr High School,4771,*,*,*,435,*,*,*,444
2022,Douglas Unified District,4174,Douglas High School,4773,*,*,*,1415,24,*,*,1448
2022,Sierra Vista Unified District,4175,Bella Vista Elementary School,4775,*,*,21,137,119,*,40,325
2022,Sierra Vista Unified District,4175,Carmichael Elementary School,4776,*,*,36,162,92,*,22,322
2022,Sierra Vista Unified District,4175,Huachuca Mountain Elementary School,4777,*,*,12,127,245,*,25,420
2022,Sierra Vista Unified District,4175,Pueblo Del Sol Elementary School,4778,*,*,15,157,163,*,35,377
2022,Sierra Vista Unified District,4175,Town & Country Elementary School,4779,*,*,21,145,201,*,27,402
2022,Sierra Vista Unified District,4175,Village Meadows Elementary School,4780,*,*,13,150,188,*,42,397
2022,Sierra Vista Unified District,4175,Joyce Clark Middle School,4781,15,*,41,291,286,*,65,712
2022,Sierra Vista Unified District,4175,Buena High School,4783,43,13,120,674,839,24,148,1861
2022,Sierra Vista Unified District,4175,SVUSD AOI,1001827,*,*,*,21,21,*,*,54
2022,Naco Elementary District,4176,Naco Elementary School,4784,*,*,*,293,*,*,*,300
2022,Cochise Elementary District,4177,Cochise Elementary School,4785,*,*,*,33,50,*,*,84
2022,Apache Elementary District,4178,Apache Elementary School,4786,*,*,*,*,*,*,*,*
2022,Double Adobe Elementary District,4179,Double Adobe Elementary School,4787,*,*,*,*,32,*,*,37
2022,Palominas Elementary School District 49,4180,Palominas Elementary School,4788,*,*,*,136,243,*,21,417
2022,Palominas Elementary School District 49,4180,Coronado Elementary School,4789,*,*,*,141,255,*,26,432
2022,Palominas Elementary School District 49,4180,Valley View Elementary School,78914,*,*,*,13,26,*,*,44
2022,McNeal Elementary District,4181,Mcneal Elementary School,4790,*,*,*,19,24,*,*,47
2022,Elfrida Elementary District,4185,Elfrida Elementary School,4795,*,*,*,57,39,*,*,100
2022,Pearce Elementary District,4186,Pearce Elementary School,4796,*,*,*,83,60,*,*,146
2022,Ash Creek Elementary District,4187,Ash Creek Elementary,4797,*,*,*,14,14,*,*,28
2022,Pomerene Elementary District,4188,Pomerene Elementary School,4798,*,*,*,17,97,*,*,115
2022,Valley Union High School District,4190,Valley Union High School,4800,*,*,*,13,88,*,*,107
2022,"Center for Academic Success, Inc.",4191,Center for Academic Success #1 - Sierra Vista 9-12,4801,*,*,*,38,53,*,11,112
2022,"Center for Academic Success, Inc.",4191,Center for Academic Success #2 - Douglas 9-12,4802,*,*,*,180,*,*,*,180
2022,"Center for Academic Success, Inc.",4191,Center for Academic Success #3 - Douglas K-4,79039,*,*,*,236,*,*,*,236
2022,"Center for Academic Success, Inc.",4191,Center for Academic Success #4 - Douglas 5-8,85876,*,*,*,204,*,*,*,204
2022,"Center for Academic Success, Inc.",4191,Center for Academic Success #5 - Sierra Vista K-8,85877,*,*,27,107,163,*,34,342
2022,Flagstaff Unified District,4192,Summit High School,4803,*,34,*,34,15,*,*,87
2022,Flagstaff Unified District,4192,Manuel DeMiguel Elementary School,4804,*,48,*,120,357,*,35,566
2022,Flagstaff Unified District,4192,Sturgeon Cromer Elementary School,4805,*,86,*,99,227,*,26,440
2022,Flagstaff Unified District,4192,Lura Kinsey Elementary School,4806,*,177,*,77,71,*,14,349
2022,Flagstaff Unified District,4192,Eva Marshall Elementary School,4807,*,75,*,144,165,*,14,403
2022,Flagstaff Unified District,4192,W F Killip Elementary School,4808,*,112,*,168,35,*,14,334
2022,Flagstaff Unified District,4192,Charles W Sechrist Elementary School,4811,*,22,*,63,278,*,23,398
2022,Flagstaff Unified District,4192,John Q Thomas Elementary School,4812,*,112,*,173,85,*,17,395
2022,Flagstaff Unified District,4192,Leupp Public School,4814,*,131,*,*,*,*,*,134
2022,Flagstaff Unified District,4192,Thomas M Knoles Elementary School,4815,*,105,*,108,215,*,22,460
2022,Flagstaff Unified District,4192,Mount Elden Middle School,4817,*,202,*,232,252,*,25,720
2022,Flagstaff Unified District,4192,Flagstaff High School,4819,*,412,14,369,844,*,43,1699
2022,Flagstaff Unified District,4192,Coconino High School,4820,*,434,16,524,512,*,54,1552
2022,Flagstaff Unified District,4192,Weitzel's Puente de Hozho Bilingual Magnet School,79665,*,87,*,194,119,*,*,413
2022,Flagstaff Unified District,4192,Sinagua Middle School,90191,*,253,*,380,378,*,30,1057
2022,Flagstaff Unified District,4192,Northern Arizona Distance Learning,230656,*,25,*,23,32,*,*,87
2022,Williams Unified District,4193,Williams Elementary/Middle School,4822,*,21,14,199,187,*,*,435
2022,Williams Unified District,4193,Williams High School,4823,*,14,*,88,135,*,*,246
2022,Grand Canyon Unified District,4194,Grand Canyon Elementary,4824,*,36,*,77,69,*,*,190
2022,Grand Canyon Unified District,4194,Grand Canyon High School,4825,*,20,*,31,29,*,*,84
2022,Fredonia-Moccasin Unified District,4195,Fredonia Elementary School,4826,*,37,*,*,59,*,*,103
2022,Fredonia-Moccasin Unified District,4195,Fredonia High School,4828,*,12,*,*,68,*,*,89
2022,Page Unified District,4196,Desert View Elementary Intermediate,4829,*,416,*,28,79,*,*,541
2022,Page Unified District,4196,Lake View Elementary Primary,4830,*,370,*,22,75,*,*,485
2022,Page Unified District,4196,Page Middle School,4831,*,426,*,31,84,*,*,558
2022,Page Unified District,4196,Page High School,4832,*,619,*,30,109,*,*,779
2022,Page Unified District,4196,Manson Mesa High School,92913,*,18,*,*,*,*,*,22
2022,Page Unified District,4196,Sage & Sand Academy,1001183,*,89,*,*,*,*,*,105
2022,Tuba City Unified School District #15,4197,Tuba City Elementary School,4833,*,385,*,*,*,*,*,401
2022,Tuba City Unified School District #15,4197,Dzil Libei Elementary School,4834,*,42,*,*,*,*,*,42
2022,Tuba City Unified School District #15,4197,Tsinaabaas Habitiin Elementary School,4835,*,36,*,*,*,*,*,37
2022,Tuba City Unified School District #15,4197,Tuba City Junior High School,4837,*,331,*,*,*,*,*,339
2022,Tuba City Unified School District #15,4197,Tuba City High School,4838,*,625,*,*,*,*,*,634
2022,Tuba City Unified School District #15,4197,Nizhoni Accelerated Academy,78916,*,24,*,*,*,*,*,25
2022,Maine Consolidated School District,4199,Maine Consolidated School,4839,*,*,*,16,99,*,*,124
2022,"Pine Forest Education Association, Inc.",4201,Pine Forest School,4841,*,12,*,39,109,*,11,173
2022,Flagstaff Arts And Leadership Academy,4202,Flagstaff Arts And Leadership Academy,4842,*,17,*,40,213,*,*,287
2022,"Mountain School, Inc.",4203,Mountain School,4843,*,*,*,16,145,*,*,179
2022,Northland Preparatory Academy,4204,Northland Preparatory Academy,4845,14,20,*,70,468,*,31,609
2022,"Flagstaff Montessori, L.L.C.",4205,Montessori Charter School of Flagstaff - Campus,4849,*,*,*,19,124,*,*,154
2022,Flagstaff Junior Academy,4207,Flagstaff Junior Academy,4851,*,13,*,44,205,*,20,289
2022,Globe Unified District,4208,Copper Rim Elementary School,4854,*,139,*,282,237,*,18,684
2022,Globe Unified District,4208,Globe High School,4855,*,172,*,148,183,*,11,520
2022,Globe Unified District,4208,High Desert Middle School,85831,*,111,*,126,113,*,*,362
2022,Globe Unified District,4208,Tiger Knowledge Online (TKO),1001828,*,*,*,*,*,*,*,18
2022,Payson Unified District,4209,Rim Country Middle School,4856,*,16,*,143,375,*,26,567
2022,Payson Unified District,4209,Julia Randall Elementary School,4857,*,22,*,163,334,*,23,551
2022,Payson Unified District,4209,Payson Elementary School,4858,*,12,*,118,258,*,26,421
2022,Payson Unified District,4209,Payson High School,4860,*,17,*,199,546,*,26,797
2022,San Carlos Unified District,4210,San Carlos High School,4863,*,340,*,*,*,*,*,342
2022,San Carlos Unified District,4210,Rice Elementary School,5989,*,575,*,*,*,*,*,577
2022,San Carlos Unified District,4210,San Carlos Alternative High School,89776,*,71,*,*,*,*,*,71
2022,San Carlos Unified District,4210,San Carlos Middle School,1000382,*,373,*,*,*,*,*,373
2022,Miami Unified District,4211,Lee Kornegay Intermediate School,4868,*,11,*,110,90,*,*,216
2022,Miami Unified District,4211,Miami Junior Senior High School,4869,*,39,*,267,173,*,*,491
2022,Miami Unified District,4211,Dr. Charles A. Bejarano Elementary School,81122,*,*,*,106,73,*,*,199
2022,Miami Unified District,4211,M.U.S.D. #40 - Little Vandal Preschool,89583,*,*,*,23,*,*,*,34
2022,Miami Unified District,4211,Miami Virtual Program,1001177,12,27,123,263,233,*,40,698
2022,Hayden-Winkelman Unified District,4212,Leonor Hambly K-8,4870,*,*,*,175,22,*,*,202
2022,Hayden-Winkelman Unified District,4212,Hayden High School,4873,*,*,*,71,15,*,*,89
2022,Young Elementary District,4213,Young Elementary School,4874,*,*,*,*,33,*,*,41
2022,Young Elementary District,4213,Young High School,4875,*,*,*,*,*,*,*,13
2022,Pine Strawberry Elementary District,4214,Pine Strawberry Elementary School,4876,*,*,*,11,82,*,*,98
2022,Tonto Basin Elementary District,4215,Tonto Basin Elementary,4877,*,*,*,*,67,*,*,77
2022,Liberty High School,4216,Liberty High School,4878,*,21,*,22,20,*,*,67
2022,Graham County Special Services,4217,Dan Hinton Accommodation School,4879,*,11,*,32,62,*,*,108
2022,Safford Unified District,4218,Dorothy Stinson School,4881,*,*,*,316,223,*,*,560
2022,Safford Unified District,4218,Lafe Nelson School,4882,*,*,*,248,177,*,*,447
2022,Safford Unified District,4218,Safford Middle School,4883,*,*,*,258,202,*,11,482
2022,Safford Unified District,4218,Safford High School,4884,*,*,*,396,346,*,15,778
2022,Safford Unified District,4218,Mt Graham High School,4885,*,*,*,39,30,*,*,72
2022,Safford Unified District,4218,Ruth Powell Elementary School,79780,*,*,*,300,217,*,15,546
2022,Safford Unified District,4218,Henry Dunkerson Pathways Academy,216045,*,*,*,17,26,*,*,44
2022,Thatcher Unified District,4219,Jack Daley Primary School,4886,*,*,*,112,277,*,*,401
2022,Thatcher Unified District,4219,Thatcher Elementary School,4887,*,11,*,147,383,*,14,561
2022,Thatcher Unified District,4219,Thatcher Middle School,4888,*,*,*,62,220,*,*,291
2022,Thatcher Unified District,4219,Thatcher High School,4889,*,*,*,128,411,*,*,558
2022,Thatcher Unified District,4219,Eagle Online Academy,1001768,*,*,*,*,*,*,*,14
2022,Pima Unified District,4220,Pima Elementary School,4890,*,*,*,152,352,*,*,519
2022,Pima Unified District,4220,Pima High School,4891,*,*,*,76,241,*,*,330
2022,Pima Unified District,4220,Pima Junior High School,81056,*,*,*,50,128,*,*,186
2022,Pima Unified District,4220,Gila Valley Learning Center,92296,*,*,*,*,*,*,*,11
2022,Fort Thomas Unified District,4221,Fort Thomas Elementary School,4892,*,199,*,*,18,*,*,217
2022,Fort Thomas Unified District,4221,Fort Thomas High School,4893,*,228,*,*,13,*,*,243
2022,Fort Thomas Unified District,4221,Mt. Turnbull Academy,90064,*,27,*,*,*,*,*,27
2022,Fort Thomas Unified District,4221,Mt. Turnbull Elementary School,92618,*,125,*,*,*,*,*,125
2022,Solomon Elementary District,4222,Solomon Elementary School,4894,*,*,*,110,74,*,*,188
2022,Bonita Elementary District,4224,Bonita Elementary School,4896,*,*,*,52,44,*,*,99
2022,Triumphant Learning Center,4225,Triumphant Learning Center,4897,*,*,*,32,57,*,*,93
2022,Duncan Unified District,4228,Duncan Elementary,4902,*,*,*,57,199,*,*,264
2022,Duncan Unified District,4228,Duncan High School,4903,*,*,*,28,88,*,*,119
2022,Morenci Unified District,4230,Morenci High School,4906,*,27,*,225,86,*,*,347
2022,Morenci Unified District,4230,Metcalf Elementary School,4907,*,41,*,453,205,*,16,727
2022,Morenci Unified District,4230,Fairbanks Middle School,92081,*,20,*,257,112,*,*,402
2022,Maricopa County Regional School District,4234,Esperanza Prep,549878,*,*,*,71,*,*,*,85
2022,Maricopa County Regional School District,4234,Hope College and Career Readiness Academy,969999,*,*,21,31,*,*,*,56
2022,Mesa Unified District,4235,Adams Elementary School,4913,*,67,76,347,80,12,30,616
2022,Mesa Unified District,4235,Edison Elementary School,4915,*,39,20,360,144,*,21,588
2022,Mesa Unified District,4235,Emerson Elementary School,4916,*,33,46,384,218,*,31,725
2022,Mesa Unified District,4235,Franklin East Elementary School,4917,*,*,13,286,276,*,21,607
2022,Mesa Unified District,4235,Michael T. Hughes Elementary School,4918,*,*,33,311,77,*,20,456
2022,Mesa Unified District,4235,Holmes Elementary School,4919,*,*,16,504,31,*,*,571
2022,Mesa Unified District,4235,Irving Elementary School,4920,*,*,21,222,189,*,27,471
2022,Mesa Unified District,4235,Jefferson Elementary School,4921,*,*,12,342,110,*,20,495
2022,Mesa Unified District,4235,Lehi Elementary School,4922,*,33,20,286,43,*,*,392
2022,Mesa Unified District,4235,Lincoln Elementary School,4923,*,*,*,575,44,*,12,649
2022,Mesa Unified District,4235,Longfellow Elementary School,4924,*,*,21,367,26,*,*,437
2022,Mesa Unified District,4235,Lowell Elementary School,4925,*,*,12,333,32,*,*,388
2022,Mesa Unified District,4235,Franklin West Elementary,4926,*,*,14,206,185,*,22,447
2022,Mesa Unified District,4235,Webster Elementary School,4927,*,57,69,376,95,*,32,634
2022,Mesa Unified District,4235,Whittier Elementary School,4928,12,73,15,241,109,*,34,486
2022,Mesa Unified District,4235,Whitman Elementary School,4929,*,92,37,397,58,15,14,618
2022,Mesa Unified District,4235,Taft Elementary School,4930,*,*,*,266,218,*,20,516
2022,Mesa Unified District,4235,Hale Elementary School,4931,*,16,*,92,320,*,29,465
2022,Mesa Unified District,4235,Eisenhower Center for Innovation,4932,*,25,74,287,64,*,23,482
2022,Mesa Unified District,4235,Roosevelt Elementary School,4933,*,61,70,287,67,14,24,532
2022,Mesa Unified District,4235,Lindbergh Elementary School,4934,*,*,11,414,61,*,14,509
2022,Mesa Unified District,4235,Redbird Elementary School,4935,*,40,64,273,59,*,22,471
2022,Mesa Unified District,4235,Salk Elementary School,4936,*,12,51,265,181,*,22,543
2022,Mesa Unified District,4235,Field Elementary School,4937,*,16,45,263,215,*,23,564
2022,Mesa Unified District,4235,Washington Elementary School,4938,*,35,43,152,174,11,43,468
2022,Mesa Unified District,4235,Stevenson Elementary School,4939,*,*,26,374,167,*,24,603
2022,Mesa Unified District,4235,Keller Elementary School,4940,*,14,21,366,111,*,13,529
2022,Mesa Unified District,4235,MacArthur Elementary School,4941,*,*,11,140,362,*,12,542
2022,Mesa Unified District,4235,Pomeroy Elementary School,4943,17,16,*,228,260,*,35,568
2022,Mesa Unified District,4235,Highland Elementary School,4944,*,14,40,191,422,*,44,718
2022,Mesa Unified District,4235,Crismon Elementary School,4945,*,27,43,184,127,*,24,419
2022,Mesa Unified District,4235,Robson Elementary School,4946,*,*,15,324,117,*,13,485
2022,Mesa Unified District,4235,Sirrine Elementary School,4947,*,12,34,163,91,*,30,338
2022,Mesa Unified District,4235,Johnson Elementary School,4948,*,*,34,174,344,*,33,595
2022,Mesa Unified District,4235,O'Connor Elementary School,4949,*,*,11,157,227,*,18,434
2022,Mesa Unified District,4235,Mendoza Elementary School,4951,*,*,15,134,258,*,22,435
2022,Mesa Unified District,4235,Ishikawa Elementary School,4952,*,60,*,171,498,*,38,783
2022,Mesa Unified District,4235,Madison Elementary School,4953,*,*,19,178,173,*,16,403
2022,Mesa Unified District,4235,Sousa Elementary School,4954,*,*,*,151,229,*,13,413
2022,Mesa Unified District,4235,Hermosa Vista Elementary School,4955,*,31,*,117,462,*,15,646
2022,Mesa Unified District,4235,Falcon Hill Elementary School,4956,*,13,*,140,303,*,24,500
2022,Mesa Unified District,4235,Porter Elementary School,4957,*,13,41,217,162,*,27,467
2022,Mesa Unified District,4235,Kerr Elementary School,4958,*,82,26,308,66,*,23,509
2022,Mesa Unified District,4235,Entz Elementary School,4959,*,15,31,136,365,*,17,572
2022,Mesa Unified District,4235,Red Mountain Ranch Elementary,4960,*,*,15,94,308,*,23,451
2022,Mesa Unified District,4235,Bush Elementary,4961,*,*,17,119,351,*,22,523
2022,Mesa Unified District,4235,Las Sendas Elementary School,4962,11,*,14,108,565,*,29,737
2022,Mesa Unified District,4235,Eagleridge Enrichment Program,4967,13,*,14,89,430,*,19,567
2022,Mesa Unified District,4235,Carson Junior  High School,4969,*,162,81,631,184,21,32,1119
2022,Mesa Unified District,4235,Kino Junior High School,4970,*,71,42,787,95,*,25,1025
2022,Mesa Unified District,4235,Fremont Junior High School,4971,*,21,41,375,523,*,36,1006
2022,Mesa Unified District,4235,Poston Junior High School,4973,*,30,52,502,343,*,36,971
2022,Mesa Unified District,4235,Rhodes Junior High School,4974,*,53,51,456,126,*,23,727
2022,Mesa Unified District,4235,Taylor Junior High School,4975,*,25,48,624,307,*,35,1049
2022,Mesa Unified District,4235,Shepherd Junior High School,4977,*,*,17,191,376,*,23,630
2022,Mesa Unified District,4235,Stapley Junior High School,4979,*,76,12,199,639,*,16,952
2022,Mesa Unified District,4235,Mesa High School,4980,23,57,141,2288,780,23,49,3361
2022,Mesa Unified District,4235,Westwood High School,4981,40,409,237,2012,747,27,79,3551
2022,Mesa Unified District,4235,Mountain View High School,4982,50,156,95,977,2006,28,64,3376
2022,Mesa Unified District,4235,Dobson High School,4983,58,130,167,1197,668,33,62,2315
2022,Mesa Unified District,4235,Red Mountain High School,4984,64,57,116,834,2198,19,96,3384
2022,Mesa Unified District,4235,Wilson Elementary School,6229,16,13,46,227,229,*,34,570
2022,Mesa Unified District,4235,Skyline High School,78917,30,57,93,1095,970,12,47,2304
2022,Mesa Unified District,4235,Mesa Distance Learning Program,78930,*,11,11,78,100,*,*,213
2022,Mesa Unified District,4235,East Valley Academy,78932,*,24,12,193,20,*,*,252
2022,Mesa Unified District,4235,Patterson Elementary,78938,17,19,*,248,373,*,33,702
2022,Mesa Unified District,4235,Guerrero Elementary School,79225,*,19,45,320,26,*,16,429
2022,Mesa Unified District,4235,Smith Junior High School,79489,12,14,38,392,367,*,27,859
2022,Mesa Unified District,4235,Brinton Elementary,79490,*,*,30,182,197,*,23,443
2022,Mesa Unified District,4235,Red Mountain Center for Early Education,79687,*,*,*,53,112,*,12,187
2022,Mesa Unified District,4235,Zaharis Elementary,79807,*,*,*,86,663,*,23,785
2022,Mesa Unified District,4235,Early Education Center,80046,*,*,*,23,41,*,*,73
2022,Mesa Unified District,4235,Mesa Academy for Advanced Studies,89593,14,*,*,71,254,*,22,367
2022,Mesa Unified District,4235,Franklin Junior High School,90303,*,*,*,68,185,*,*,271
2022,Mesa Unified District,4235,Franklin at Alma Elementary,90752,*,*,14,125,146,*,30,336
2022,Mesa Unified District,4235,Summit Academy,90753,24,37,76,450,544,*,78,1214
2022,Mesa Unified District,4235,Franklin at Brimhall Elementary,91812,16,*,*,163,529,*,30,757
2022,Wickenburg Unified District,4236,Vulture Peak Middle School,4986,*,*,*,61,79,*,*,148
2022,Wickenburg Unified District,4236,Wickenburg High School,4987,*,*,*,192,275,*,*,484
2022,Wickenburg Unified District,4236,Hassayampa Elementary School,6001,*,*,*,115,155,*,*,278
2022,Wickenburg Unified District,4236,Festival Foothills Elementary School,89676,*,*,23,75,192,*,13,308
2022,Wickenburg Unified District,4236,Wickenburg Virtual Academy,91264,*,*,*,32,60,*,*,99
2022,Peoria Unified School District,4237,Peoria Elementary School,4989,13,*,33,378,119,*,20,567
2022,Peoria Unified School District,4237,Ira A Murphy,4990,11,*,35,287,95,*,18,452
2022,Peoria Unified School District,4237,Kachina Elementary School,4991,*,*,15,141,142,*,25,337
2022,Peoria Unified School District,4237,Heritage School,4992,12,*,49,231,152,*,27,478
2022,Peoria Unified School District,4237,Pioneer Elementary School,4993,*,*,31,176,173,*,18,412
2022,Peoria Unified School District,4237,Alta Loma School,4994,14,*,70,485,124,*,32,738
2022,Peoria Unified School District,4237,Desert Palms Elementary School,4995,17,*,35,212,160,*,32,460
2022,Peoria Unified School District,4237,Foothills Elementary School,4996,12,*,43,223,333,*,44,665
2022,Peoria Unified School District,4237,Copperwood School,4997,14,*,51,249,331,*,35,691
2022,Peoria Unified School District,4237,Sundance Elementary School,4998,*,*,18,304,242,*,32,618
2022,Peoria Unified School District,4237,Cotton Boll School,4999,39,*,48,473,210,*,28,801
2022,Peoria Unified School District,4237,Oakwood Elementary School,5000,33,*,26,283,539,*,45,931
2022,Peoria Unified School District,4237,Desert Valley Elementary School,5001,17,*,37,215,226,*,15,518
2022,Peoria Unified School District,4237,Sahuaro Ranch Elementary School,5002,16,13,44,318,237,*,30,660
2022,Peoria Unified School District,4237,Oasis Elementary School,5003,28,*,30,224,429,*,35,752
2022,Peoria Unified School District,4237,Sun Valley Elementary School,5004,11,13,61,441,209,*,31,769
2022,Peoria Unified School District,4237,Sky View Elementary School,5005,14,14,41,188,226,*,38,523
2022,Peoria Unified School District,4237,Apache Elementary School,5006,32,*,20,178,441,*,47,730
2022,Peoria Unified School District,4237,Canyon Elementary School,5007,*,*,*,106,165,*,15,293
2022,Peoria Unified School District,4237,Marshall Ranch Elementary School,5008,27,*,54,230,315,*,29,666
2022,Peoria Unified School District,4237,Santa Fe Elementary School,5009,*,*,22,527,153,*,24,746
2022,Peoria Unified School District,4237,Paseo Verde Elementary School,5010,19,*,28,252,407,*,45,756
2022,Peoria Unified School District,4237,Desert Harbor Elementary School,5011,21,*,22,210,445,*,51,756
2022,Peoria Unified School District,4237,Cheyenne Elementary School,5012,*,11,83,295,151,*,24,574
2022,Peoria Unified School District,4237,Peoria High School,5013,53,31,149,876,407,*,58,1582
2022,Peoria Unified School District,4237,Cactus High School,5014,29,17,60,388,614,*,53,1170
2022,Peoria Unified School District,4237,Ironwood High School,5015,93,17,149,748,792,*,96,1904
2022,Peoria Unified School District,4237,Centennial High School,5016,64,21,115,751,980,*,111,2049
2022,Peoria Unified School District,4237,Sunrise Mountain High School,5017,59,*,60,368,1433,*,88,2022
2022,Peoria Unified School District,4237,Frontier Elementary School,6005,42,*,12,208,632,*,43,944
2022,Peoria Unified School District,4237,Peoria Flex Academy,6231,*,*,*,55,29,*,*,93
2022,Peoria Unified School District,4237,Coyote Hills Elementary School,79222,16,*,14,168,561,*,39,800
